user_id, business_id, prediction
2Z29fLaeLtGnNroTuHyJ2A,dYDuaXVyIXMXlmeMYf2ktw,4.0
XZGhDl475T95mxFgdWdYfA,AV6weBrZFFBfRGCbcRGO4g,3.0
VVimjPD7f8O5D1fhy5vSpw,lWmDrnqgU6w3gFaJyn_1Uw,4.0
NQBQj7tHxETHf4PDkAtKUA,Ladt7CobMcCFZ8-iC5v0cw,3.0
4sGwJy5Oplz8QXLgD8dr2w,r_BrIgzYcwo1NAuG9dLbpg,4.0
xDl9ZF3SckkZde_48W6WeA,LGOnnrjU50YtT066RP_J3g,3.0
QGOtNZfasBwWCuawKjypYA,jF4TNrr03o1y6PNwC-TwFg,5.0
F_QjqauO7SMR1zg3r-8b2A,rcaPajgKOJC2vo_l3xa42A,5.0
_oVFknPUotEq0LM4TJ74vw,VH3WA7a-OVzFj2K_SP4BIw,3.0
uQoYEWM6LOTX7huHiHgs4A,fhoFsFK6TqJOEo30LtXeDA,2.0
jJyCZ8VtE-BOCi7xLnPCdQ,qPeHkpE_2rx7BYhJ4XmZ8Q,1.0
PsF-A4zQ2n7o1SF6oUNjcw,Pob7ibbNT29--69nxXEP2g,4.0
fbbXmHoCfd6wXMHnkjgDTg,A5Rkh7UymKm0_Rxm9K2PJw,1.0
Z8kF-Ftv2O5TZ35uGD6jxQ,lNBhwf_3c0QBqBlsYRygaQ,4.0
zaC3L_qy28bMLIvnoMng8Q,ujHiaprwCQ5ewziu0Vi9rw,4.0
D4Yywoe-WrRw-evn48vWng,w4yq1IRk0DHQE995giqjGg,5.0
VkWUgLZkholyRWagwDpgHw,CsSpPV3haN5fXiqLNN-RlQ,3.0
CcDDOchJQ3z40v8TlSwWZw,WbJlidbpXWEfo9DpLZhQZw,5.0
LNvGtveRK1APrQ4YXLNYHg,F2pfjAZ_3dMTGCKv6c5wOw,4.5
a3yOeL5b0lzbo1ORHF2yHg,xJzJpTYC_1k_EE0AWTOPXw,5.0
-m0KTRk0c901-4b-BN34Gg,-63pZrN9eEFoi-avMMx6Ug,2.0
l-tDF960t9BakjyH34XfTA,xSs1Z1OrWC_KmhY0SPKJ1Q,3.5
puTI2HTposBAw95DG0LIIw,mjDo6APNdY_KHLYbS1BeHg,4.0
x3Z6mJPgtnF5ni1engieDQ,RbrZJEf8TlnP7RHaKnCtIQ,4.0
-vjSUjoYYROCHImyLenDNA,e0JOkQYz_cnz91k6X55PLw,3.0
73epOyK2X_fHGyCQ9S1e4g,NXcV1HuXbfus0QNdI6UpOA,5.0
aIg29snwGTFBzkV7HtDHfg,uP3H5bcsiTXM0k0xQhRndg,4.0
7uSp0cMPXm3R7TmTg-nAXw,_ruizXa-KyFO5mNA0p3nBA,4.0
-NwDw6HgVpA4ys6WYcI6Xg,8g8HWvgVT5M07yToLGWOcQ,3.0
N5URmpyygDBSC_8UShI_6Q,vHt0CSynqesXox-9nBj7uA,5.0
Lb-W21R8P4AdQyljVxY21Q,yMeyFt8ktPvzN0qFYLljMw,5.0
zTK1nPD2Hpa-ksSXsE-JzQ,dCUuzw3R2rPqKyN2Zl9zRw,5.0
dHRchS7reL10P-EpYXYUiA,eMz8i2LpafE6D-ZhzDtglw,3.0
JL2Ogxq70suesQqDY47YUA,0mGYvAFGxH9bGRqYHxS0BQ,4.0
HABiMjY00isjIoIHGepX2w,owsVSnllxn994EpBR8ZFwQ,5.0
fSYQ_oQ0wNGk2nMJLvNZJA,ghaj1MZzPW1qXYCZWfoTTw,5.0
O0evs8847ecEkeFMEuK4PA,7XcOd9PdPgiQ6e7S5MMwZg,3.0
3uWCWMWcrn8YSH_qBvlr6w,o65tYlxYwa8xkEoMr3HwWQ,2.0
etyGh4GyR-lzPuvjlHDkIw,tIiiq23utFKTs1At2bVD6w,4.0
U4INQZOPSUaj8hMjLlZ3KA,6Z6IyosSMciZtwk8hRLRag,4.0
d53XPbuax-aS7MuH29zIGQ,5kOI2lQTcFpFI3Lt-TX9gg,4.0
Nq6e5N8bjgD9B46O4va_zA,uthbVCNZqmExJTzhII9iNQ,4.0
rp3f9BRQeJPIE0jMd4OGBg,awI4hHMfa7H0Xf0-ChU5hg,5.0
0FMte0z-repSVWSJ_BaQTg,NCFwm2-TDb-oBQ2medmYDg,5.0
CxDOIDnH8gp9KXzpBHJYXw,pgomg_u3H2RtEVUYUcngXQ,4.0
qVRavGPFSpCarN21vCOHRw,PQER4ba8Q0zqB1G2QiXamQ,5.0
_oCiEDUZqu91P0Tzdl_wMA,nQe4TPwn3iGiWlRWqguhwg,4.0
4wp4XI9AxKNqJima-xahlg,0lpT5sj09vUfDp5zUBwjIw,4.0
eYW6HKDCOLAf1COkxhVG5g,oVrvzUJczq0e2JzVxSTyag,4.0
HRyFtrmf19GTKEM_kOa2pg,Dd9l9bDHbACessxl-Ks4UA,4.0
ol41034oA4J6R-IpokhxIw,3KzzG6dw5aN9eIo3cGHaSA,5.0
8Az_JgEpXqAii_5EDkw2tw,1cEtxHqi2aYNmu949sK6Gg,5.0
2JjI8DCyrpabtg36iL5lrw,X8AGCsJHw-GuTqkzy2J3cg,3.0
kZJWAY828P8QZTqVYzhTCg,8WBHKj2davW6hhZWlUQ7DA,4.0
keLUgL_4y60BkppiAsIk8Q,iwSKt_VNOsflxngfOJLUaw,4.0
ovFBhEt28yMjW6hBBHp_gA,zr8Ojsm-yNhvfTzBzcKU9w,5.0
jHN9V2Wr54ItVRrLBRaJQw,dMGSKkHT7f36qJfDlgWbzw,5.0
vS4AxqL42Y7r741YOJ62_A,G03yt8WuN1v0bCD8mvoDiA,4.0
rR3KgAwuJxk9Roz4J5_jtg,_uozYXJl42wCax5HG5kU0Q,3.0
GOTjwdXD6bNZ-_qjY7GYYw,dQ4pxV6AxBaD3X4gssg5zg,4.0
Zohjr4ZPl76vryPqiQLJ4A,2mdF-c66TY3eSyTVI4GhQg,3.0
CdJMYUdSAYu6ZjpgOenvnw,WgBV0Sm-yNVgfI__5m1Bug,4.0
53bZ_EsXH71L7iFs5MP9_w,nDKcQkh8vZkY_u1kyww44g,2.0
TibBhm-fbksozIDFD8wjPQ,Wc7Hld-DTJbss8CndeIylw,3.0
qKpkRCPk4ycbllTfFcRbNw,GuAa3tTE3zSr05sUOQYXzA,4.0
2akJPb9X2HhDsM6sOi6b6Q,1gQrMs-I8oKg2p-iRxznzQ,2.0
cqy-OvaSX5fCiL6F6_Rffw,CyU3l-0QfH2boVmYAP-o1A,3.0
rHgT6lBbZ2PaHt0UWfTMtw,_ixV2SWDy7w8jzEAHp85qA,3.0
BQkC6RneYfvfG6wRe0hsvQ,p4JsD_Ya0NRXNdnhbVBs0A,4.0
B7ygjO6fbs5IhW2ykL_MQQ,3WcVxBOl_gWxpRjkdLURSg,1.0
KdQq5g7AjZyCrB2gzwHsmQ,UMqfeCItzQ2glr4d9apGlA,3.5
17-uzTJOUMH6Betdw4jqhw,qfj5Ih8-6RPF2ccvNGvCcg,5.0
jXX-G_goCYZZrLSDY8qXdg,wjLgM9Ybe5shoUPRrGMmsQ,3.0
Du_IfiiJLU0ReeRetapkzA,SDSDJp-d_qUibvLF2FfsCQ,2.0
c3_AdjAlMy4EJYQhuXADgA,Vsw36dEKpusmpwGsZH0pAg,3.0
YL-2pybeWGmSWssWeMaffA,V3hRG0JLX5kVkmKpTykBVQ,5.0
YfcXpAQtz0n84aqw_CtNvw,y6QP5IrOJ7_FsB51jN2_Jg,4.0
lOu5t9HG51UDqm4ahVatqA,XXW_OFaYQkkGOGniujZFHg,3.0
4H7IhaCeQ8YMlqW4NUxvfg,gG9z6zr_49LocyCTvSFg0w,3.0
B1829_hxXSEpDPEDJtYeIw,g8oxQ1Ji9mr9PMjhEfaWSg,3.0
WtmmtVkui7AjVIZvnqQHwg,HTiupfkYLtdXByDPG8z7KA,4.0
dh89cS09n0337wTvdX8YLg,41qxBQnPkMZ2ODeACQ1BBg,5.0
tKWTNMd-R3G6VKVKxk2DVw,z45xS0Kc6GpiITwrpkRVdQ,5.0
mZRv579CnBtG--OheLP_bQ,nz8uRlnveku1C3t-Lripkw,5.0
gdDTmvbfKLDYLUnjRrCcaA,NFMD_-wFrbfdhTcdHPDCZQ,2.0
TvhmBjJ-Tq_CEScxQAfe7A,8kbhfg1xtRO88h-Sa0kj_g,3.0
zFvW-hvtKJ7AAj_kZNXsBw,G6BwYw_0_atLPTzI1uokIA,3.0
kodN4VHOHqvq8Zu2LSbxLg,DYuOxkW4DtlJsTHdxdXSlg,2.0
Ner9deZ2TUFxdiRijBpOjA,y4ETe3DkcIjjr_eyeg5U5g,5.0
TvenTNXyYtMNtED0i2tXfA,yY3jNsrpCyKTqQuRuLV8gw,3.0
c7TTh6A7ELnkNThQ5fmWMQ,D-8yidw7FLKKQpciKJSd2g,3.5
UVxY0iyPaqY7s4BSFtt-xA,VdgLaQinAvwzq0HutvRNiQ,3.0
eTa9_Q6j_F0aq4JrLp2Wuw,LtNhEt9TYEFx5HIhwOxfEA,1.0
NDfcFPPzHqvnCu9rEg2GfA,naPGOTVEpRZavvn9-sFg8A,4.0
kxz6Q2AERQeo9x6nnbHZNg,D-8yidw7FLKKQpciKJSd2g,3.5
yiKkxcuQdB04PVUW7OgtNw,IE0QRqaUSW51RmShZ9dX1Q,5.0
sMhvlIPGLUlRA7QsWlqBOg,UpbTdzW9OoVrnbpHyxnMWg,3.0
0aGMVKiNqmY1kCc5983UkQ,E_7RIDFNQfxREnI_E5h0uA,5.0
TyA_1wJ_irey_D46gfdppg,QnCBkwWiu19YPNnSDyF6eA,4.0
q4O6ty6-tMeG1nc0Vi4hAw,PZqv7Km4EG36_PYGBLz7lQ,2.0
l-tDF960t9BakjyH34XfTA,NwWYSYGHFyHQMmsXu0SiYA,3.0
QUYbGl1DL-9faG150MQ7zA,7svPiqFz7ad82VcdDbBcJw,2.0
VtiE3eXNYtH-tb0aFCF1Pw,svdEhLmNmpVaIv1WLtoOvQ,3.0
DkCIL93oNibJqtC1vETucA,1CTapYK3FHvpiJaQhOaaIw,5.0
tXhscxwFTd-ayLTdPx_2yA,OARQDsxyoGnnX2FfSl9HjA,4.0
XjaUelnG5iCLtPJ6LuYWjQ,R54Sh5Y3zjtZt7MjdfwDZA,5.0
_GCtk6kjbArSxiPPLlAfMA,b4LmLgVdbhM-nc1IZc5Weg,4.0
Xv8y_zfjJ4bNnXbNpAMccQ,TU_Jyk2KmWs7br2w_vYO2w,5.0
MHn01HpwdCeaN3NbOVp0HA,IxDYVpjEeCxZ8HsZnthvdw,2.0
JRwacA7kVVeP_L42hM8hlQ,0PCBt3JKD6IooicImKNBzA,5.0
RyVpd9WTfCC4puHIL8x4CQ,A4NuAm6Ie1aYOtFQc_rb0Q,5.0
5wT0vDycEzgq95yVCZ60Aw,uyoZHZzHaZpqMzXovJxDTw,2.0
YIMeEHUYm69m-Mqf-NjPHw,_ewxwEwJM-IYfIYnKpQOZw,3.0
IKnLl7SbuP0u6HS34jwHhw,SvCjBtbN1cKElDKPTw9dOA,4.0
fjFYpwpvlIlqoiNa3myDEA,cUxsG0rgpE18dMyvyw8Gdg,4.0
4vO8yDIPyniPgvqklaaaQQ,1HWH_BE_wMfX88cRoH-NCQ,5.0
zo2vscKNvDzXWj7YOrdJVA,nT5T5C5kqtc1pQrFG9s1QA,3.0
KAsmY6WCUWRYQXE_50AkQA,ZwuHsufvw1x5rd2c-qyw2w,3.0
VVm-TFCpi9M1-k8ED0l1eA,XOkqRJBS6HwTVlrCACAZFw,4.0
JrXC_MDp38BWwLn2SFdNsA,jC3TqY8iKDlIG3hPREBsFA,4.0
XEH2VtVx5ZYATKEM4jZOXg,rf6dGw5e0PtMBv-k0Tr00w,5.0
lCYaXiAQVY6vq2awuO2Siw,Sovgwq-E-n6wLqNh3X_rXg,5.0
U4INQZOPSUaj8hMjLlZ3KA,Y1LB0uDuJQ1jP5usRdsZZg,4.0
9bZRfbCsuqatVXJzbYSrzQ,Id3IUgbdciRyo35Rsslfkw,5.0
3XSBHH432euFfSq9TBXXXg,prHnRsgY-PuM7vxe8-RwEA,2.0
lFFIpfkox55FQ-wZD6BBVw,ydcNlRMKs93AQpOhVkSrGQ,4.0
ESCcbvs_p55nukBzCSCFaQ,CVKOPzBVOj3_apFUmZ9ZWw,4.0
4wp4XI9AxKNqJima-xahlg,MtjOk7u7sp3yWyzscAIG4Q,4.0
SRSmzTPA2dX2Zpfa2uE4sA,yet25pliTnLGSqEiNs9k9w,2.0
yzwOcVyWuXQpmDlPXWw0Mw,euYzQerd3RU1rEC3yYilpQ,3.0
Gj5Dzcp-r794xHGRmoRKfQ,pi4FLFEOn9AhNUxiLbBeHg,3.5
Jt1zgNmwz_jheOSmEsljPQ,B70iTJjcPkuYn8ouUewWgw,5.0
-gQm-IoK2_BMEMx9OgtQnw,tEaW0zgsYihSTjysrpXaWg,4.0
ol41034oA4J6R-IpokhxIw,NyLYY8q1-H3hfsTwuwLPCg,3.5
TaVGX_tjR7_KTy3kbN7fnQ,8P9TthU-jUir-kAEaj7ACw,5.0
dmXpg_unok3cL3eW3RI0fA,X9ftU-exKhTMOjtr3B52rw,5.0
lOu5t9HG51UDqm4ahVatqA,Az_60nNuh1FH8Ds8oasZjw,5.0
at0QjRaQpVlhXT8SbjGE1w,VRwT0pscR5vESCrAnUpNwQ,4.0
lBYr_iY0idEpsVEQkaEBmg,AiwkoTWc1egLYauiZ3SC2A,1.0
09QcQYf_t1NEq_AkjJuABA,QlAPX3c0Vm2dU_w3puIAIw,3.0
NTtgQrb8VGr_xKePhppqjA,7o3pSUrqqmGSxDlthpL63Q,4.0
kbJeRTki8F984KdOlibxzA,v1AE1LLWDOqe8ubOzqKADg,4.0
kzRq4H_nSf4b3F_sdymWSw,P9srGF_edclaYfYZjy_kgg,5.0
WvntDWMQnaEV8agu3gcTug,Cni2l-VKG_pdospJ6xliXQ,4.0
PVyZXgOkVtnU6966FDFhuw,WvC9K0ZEOTbR7fh-LNe5_A,4.0
_O5ajREINPG9zeyhW5Dmqg,j3IEZP4nQAt7fkxmerLMbA,1.0
krJw8HFQMl2lP8fbHvEGuw,lja35zyGpcmVrhCTWwVgPg,4.0
3w6Gaq-SiVJwr7BOSRcu9A,rbH0HuTcBvZBbiAnqufRqQ,5.0
uz1_cds7yyehTPYnrArdYA,bjllusUsLq9zE4yZnLpOzg,5.0
N_LyFYrey_LuxJFkdFwRkw,LQBq9du2mcxK-RndgNofnA,4.0
nFgdvXE0NfqQodRq1xICaw,boug058JCnbFkQp-K_fXQA,4.0
UmTMCfPlhA6kJLAsLycSfg,kM91Woq__EKVzLjo4dOTaw,2.0
48Jn_3tJ8iGI-FotO7pWVw,pi4FLFEOn9AhNUxiLbBeHg,3.5
LgFDWZTLi1w9OGi5BtKORg,KbZNY_lZRNp0BcWbwalpyQ,1.0
XTBfnHWtAgq2YauG06HIig,sFRN5maBBOPkXYuqLs8ueQ,4.0
CrEBVkzIQs7tS-wWfaCjNQ,p4JsD_Ya0NRXNdnhbVBs0A,4.0
xhhE0txKwQtRzgQVVdKkvg,epETdeCmoF_-ufT5b8ACUA,4.0
4WoAauE_v-vwMuQ665rMyA,Uq-GOs9_IqweUsB5MdII9w,2.0
fLnkI1uHtXEsjtF6KoBHbQ,i0ToFQWsWPzFEC1eAxBh6Q,1.0
-ILapEusonY1QHyJPvUk2A,XXGzCIcxzAZ6H98mxZbdqA,4.0
7Oe6ikklTjVBbEFw9emLcA,1zMzkxYgVqJbKGTMQorarA,5.0
uf1UdKswKWOqFLUvRvvbzA,5SvxGnwZ-rzJ8eB9eoUEMQ,5.0
a2SODwNOs5INpZu4Z0E05A,fjjDfZkChBWyCtbL7bvb2Q,4.0
mLJ3zQwiEzAIBaXb-7iXBw,IHhNASV7uADdsbiTKk9U1Q,5.0
bLbSNkLggFnqwNNzzq-Ijw,igU-mCXzyn-gmwSzJgeMEQ,4.0
LTxiFtf3WFiAiWMJgZpIXg,-OxDX2fPQLYi6ChW2Z6xxQ,4.0
kmE8w5Y785eZmodsx0V6Ag,A-uZAD4zP3rRxb44WUGV5w,5.0
mu0HokS1Ly9_QZDRHEPQ8A,bYGn37k0KgleABKMWgjnMw,4.0
cK-tsr9qzvDzq0UjmvDsuA,yiUbGDvEpYZd1Z8S1SyNvQ,1.0
GmXOSEbXy8JXmvo9hM5WWQ,XOVM5rcZiCErA6uzttBnJw,4.0
4N-HU_T32hLENLntsNKNBg,MTtI2bqoNHN_0m2cHbY2ug,1.0
x9gFy2s_-9R9UBdwvY359w,wNRRF-OaXo_U2qZFHaM1rA,3.0
Ec7k5Nxp1rohv1f1nMU_ig,vl1aHp6pvnSmpoRQShWLjg,1.0
F8I0FAZxzWJjcLoajsYK3Q,-TjzQsimpriXVYaH3HdtQA,4.0
qZa2urX00YWHs-jRcWgUqw,3glVZZh_vyZH1VvPU0307A,5.0
pcv-MEpcI6t4_ytr49LFpw,0PCBt3JKD6IooicImKNBzA,5.0
7Oe6ikklTjVBbEFw9emLcA,vA-Cg89iGNslfgzACk88kQ,5.0
renPzRDqMZpMaHiCD_e1_A,j44WXPk22-s6MtoeRiFlNA,1.0
xnLliq9Majlk9i0Orf7Iig,gCbS0X8w7vZ9CLWvMNXocA,4.0
Nq6e5N8bjgD9B46O4va_zA,i--dxuKd_6Dx7mwgQ5nl-g,4.0
rGd8YUtvhSdMm8-9cMdQ4Q,8YG7PRoZuHeKii0rtNvJFQ,4.0
r0GLQAawvHXUd-xZow-fWQ,QFPS9JBNdOOHVP0C3pSslw,2.0
yuhu7mu_VZeCOvKLRT-G0g,YavRvjbLsvh4DYDJPAfJIA,2.0
0o8HUzggoNKay9-ZMj3HqQ,kqEjBvWOgnitmH4nTTPuJQ,4.0
x_kJi2ozLPgXhckevtjStA,p0iEUamJVp_QpaheE-Nz_g,5.0
TFWX0c8ohwSpeMEcL3sgow,R1YBPobZ-EtNeY8-goCMaQ,4.0
HRNysSGlkeq-Fjud0k0Y4Q,DIUK7_PjGCOMcpS2fBiALg,1.0
k4M43lXJuQMpQW65DTqzIQ,LB6ZyCfUzeX9OLdunHhnOQ,3.0
CLbpPUqP6XpeAfoqScGaJQ,Tm2dKN_-DCdZfF2xMWrX7w,3.0
Kgxvv4DFWimTD3DlBhjbmw,fPX6XsfCPWnJwCyxsBVnxw,4.0
QKfZqCzMdAz9CTYrhC5DjQ,VvvMc0CsPx8KPjm1BHt6Cw,5.0
gPnezUoB9AcxE_qeBR_Dsw,bvow46stEejfxnnqEKTAyQ,4.0
ZD76B53WiEdv3g2lNgTbNg,qnFdBp12seAxwe2_iHM2bA,1.0
zh8-XfjqlwAxf--RS4azzg,Fozo0B-y42EhRMomR0K5vQ,4.0
-EJorVxe7h2GSxdiRyMmDA,UFn1moo95-PBzi9wWt5FGg,2.0
wW72FaqNPv6pdBC6AUqvcA,y4ZLQ12cLpQp6Gvo4k4kTA,5.0
kX-oTXuluTVcIcNVT4g3Pg,9TCzxlrOZSIFcBlvHIUgFA,4.0
kmE8w5Y785eZmodsx0V6Ag,n_K2xa_nqzUqaUJa0S_5tQ,2.0
EyYVD9n7PlYYLTSEQ5t14w,DLwpjhatiSRN7QqZQwokSw,3.0
iqsUoSxTpzAxt8AX8OgSZA,35fWtS1LZkaZ-ooKupJ1XA,4.0
q50PWB-QR1YCHa60kagzgw,JWDiG0nSsM7GQ9QFRTxU9w,5.0
ywEB0MB_2U11NIGPs35pew,fGt3udZE8r9JkbfMZnawXg,4.0
Yvj5Hws7hkHriZZuxsjQcg,tXqaK0lBEE1XJbzDPsdFvg,5.0
43mw4n9eZA5o8_hiwZIulQ,MNaPOkqm2vKeNG8EqkZWCg,3.0
BipjQEgycpXNeWPq33_ITA,Q0G5BrPcz63f3eNj0dASIQ,5.0
CKRfBUqQGaVCYTKN5kDrzw,bcTwvbD5wfMSgSO-YczLYw,5.0
YMgZqBUAddmFErxLtCfK_w,qFZ7ReYNpjHuvSxOqXqHMg,4.0
Dp5OlBr36QA-0e8ZNtczpw,hXY9Yq0nOLgHsWLbjam--A,5.0
E2KGXeUO6jSLFk72fJAIqA,w2IE4nbufBqwrub7CW80xg,1.0
ng0ehgaFxEQhKdhJPg316A,pybIuTluqRhH_BQ3CJHlLw,5.0
bWJWcQyDKtFSvsTW2tR3hw,igHYkXZMLAc9UdV5VnR_AA,2.0
_ZMD-Abvm-DHCmsOF-f8FA,FSnqO-YWUdRb0Xc95nXbvw,4.0
XbiKsujS_qxU3xsr0xUqmQ,LU53AhAlVgUiCsVfZy872w,4.0
TUPWls9n9iXFRgHVg2FNMw,Iojwvqi475VZ7n27LGfnBw,4.0
g4GA0o1DRARHKGhmxkiSBQ,kosTPb88O4Q0XGbVbEOGCA,4.0
135DbbQnr3BEkQbBzZ9T1A,qHseX2NHeUUedIgs_VasZA,4.0
ecz36SJvMT_zjiIJ-K4KfA,semizMsHqDfT_kOXQITSOA,5.0
xP44f7NXOyRnTglOL2JnCQ,XlbDdblfNsOGiZ84CorRBQ,5.0
Gjv3ERasrRJqtEPa7ZMUSw,WDYE-OCXNgKyXGNuBjMgEw,3.5
et62V-QAUVHTtj6XMq8AUw,X6chSU0KBGHGNxZ8UH_qag,4.0
_W9N0kF0qERB3deAcDISLg,769NudnrUxWFtJCGU66A_A,3.0
0KeT9NKimYkHN0wlrij-dg,sP3MY-Tyn2MxOj7E84-V7w,2.0
U2N1EymyF7f20UVfR6k5Xg,bLi48v8Div6Qm2Fyaw0C6Q,4.0
VOkQcsuyQzUeQxFBsQo91Q,axnI-1l2a_kydvL12-toIQ,3.0
2jKzO_01d12oiu-2bOYcYg,R7eLlAdeIYsxux_Vm0l5sg,3.0
B2h9-sbWmmVx6p3c8OJ3Lw,P3Wk4UFYZnPa75nCDfk87w,3.0
2jKzO_01d12oiu-2bOYcYg,YzqV61exMv__mjobBV2g7g,3.0
1jwTqZYsjnY5f9c46YUArg,f_eiOrEcMnkHB7GvQVOHkQ,1.5
Vc0SrTF60u0uAI1OgGSPsw,nF25dferG_sEndO6wwOl-w,4.0
i1-sgxLbUNpVq2_3bNnZHA,4k3RlMAMd46DZ_JyZU0lMg,4.0
6ZUqLWRcu1ZuhUyZK1REgA,VLfqUaw3rXg_aF4NfZ0L_w,1.0
x4TwK62HyLeO56zGsSN0yw,JmZj7wzAJ7_4ksjG9WXdqw,5.0
GkbaBeSGvt-UmIcefpEARA,F9_VdKmPyvEcqWSVVGkNNA,3.0
VBN3oWpjUsIVhd3eSmxGwg,sLxbYuDP41cMMCsov0ULOQ,5.0
JrXC_MDp38BWwLn2SFdNsA,zLPs4wSjtfZxVy3WByt00g,4.0
E57wz7vsLNPtRPYmYqI1ag,biFv9mXsP0V4omBUy1Z-MA,5.0
vInhYl7i3v9UsYkmcm_ZUA,JZ4ZRdRSllhuAt94tFCH8w,3.0
QRsuZ_LqrRU65dTs5CL4Lw,m3A-UM3XRo8Jql7Sq8Vhow,5.0
GqJRlbga27rUpolN-SP9Ig,zPUjrM223oSulvRRhpkAmQ,5.0
JVj_69zYnmzWnUY_U9YgSA,M10n-ivjDkkdLaxIYNafFQ,5.0
3OJEa4qXzjSOkD_Jqz8PLA,2TwN6XsKrLPvgTeYNEqVXQ,1.0
TQifqbmeO0Zc0Pg6jqZdsg,hroo5nOO8b9QhHX0GLg7oA,4.5
6z9ERfBvRF3HOXLNTNkdpg,PGCmPHJdeAREQKYbhBMA5w,3.0
HFItzRohDHZvcKDrM6ABZg,BevY0RqrIxHOgfd8l_UWSQ,2.0
L9ZJpCQgXzfNXiJI9ahyZw,ESzO3Av0b1_TzKOiqzbQYQ,3.0
ZvmC522FAwxt8qT1jxqliw,xSs1Z1OrWC_KmhY0SPKJ1Q,3.5
39VYc2nWSdvdTCldsDJ7qw,i94oLnWAHHbKw9zrOT4Oqg,4.0
SsBkTZzGKIY4dvGQXj1z_g,hCfp6jF1yisOfwYO-88e_g,1.0
22OBHgW9aANX3vG87A-RSA,uCi2ropZuhG4XVcMDaurAw,4.0
UXpTrzITc0yg08sXftsa-w,UCKeRO02Er8AHLWQlQ3IuA,4.0
BgF9Iy2wKPLYAcU-1Kfq_w,hroo5nOO8b9QhHX0GLg7oA,4.5
o-5MEqwSsiHKiPNL09e54g,wrWGsYm9NwptTGN9gbkGSA,5.0
fiGqQ7pIGKyZ9G0RqWLMpg,JhRxDdmZSGDG_u7cGxaYrw,4.0
Xxvz5g67eaCr3emnkY5M6w,wEY7VsIFD6DtLW_wi5PKLg,3.0
AghKXr53xNvKjh_A5Ur1GQ,uFTcyheegHAdRobLf_4Siw,3.0
zdJ5RyU4nUWj8bceNxLrZg,OshRlnBMt5r5UNThEdxMRA,4.0
Sme_0jk0mJPWIMjGzKqBbQ,jo8N0lMaaxfXlYtD5wQbkA,5.0
Se3XL5Opy0e2cHbxxjs2ZQ,fj8L3IWG9XP_RcVEbI-uzw,4.0
oXvYpri1ofscaiEqmCjknA,fzHBvd0HZm1yB3UIMqZ3bA,4.0
EMo6jQHr_VyMfwg_9BQosw,ozMd45nXHTCl3mdOwouwlw,2.0
F3St4qtWbljWfhmb6Da_wg,NvKNe9DnQavC9GstglcBJQ,4.5
Du_IfiiJLU0ReeRetapkzA,s-YJpfR-LFRnH7qYVFuJuw,1.0
K7W2UaUGJvpbqiqObRhQQQ,OfErL1qfNmgTF4375veOPA,5.0
PGeiszoVusiv0wTHVdWklA,VUADGMPLJoWqhHb1G4LIcA,5.0
mJEgcdJj2Bw8T60BHvKvNQ,VWtT4DKxQ4YVRWT88Z5SMA,3.0
Tf7APfEzH-UBw3r3p5JF7A,tDXQBKBKN-4kJnCL-BqRbA,1.0
TibBhm-fbksozIDFD8wjPQ,iwFoA98-OgcdXmNS0LxNOA,3.0
wXZS42D0L8hoCiSh2Krc_A,364hhL5st0LV16UcBHRJ3A,5.0
CSe3dRei3fAAmfm64vm0pQ,TokSC1vjqUZtncgYG8lLKA,5.0
aWXGwath_dSGPwNdFiy9BQ,ibFdignja_hNpgCjDYP7Ug,4.0
qjTG24J-UT3vs2fuwTJ9vw,y0TTPR0K5iB4oMkgVUH1ig,1.0
AmMd7xpnaf8axS_roCBFRw,DkYS3arLOhA8si5uUEmHOw,5.0
PKEzKWv_FktMm2mGPjwd0Q,OiqDNSdnchr8zQhiMSInLQ,5.0
alUuOskFSl1bODjnce2PpQ,6frPvwX14wDH8jju64ewRg,4.0
KuuetNrABbNSApB2BkpaVQ,htQgj-ANQpZGpIpkkrEmyQ,3.0
WQDG1_b28izxQgj061FD2Q,vC99Gqe6d7OWCngF3rqqDg,5.0
IVTJIQEWwgZZBZjVtguJDQ,Jur1iiejUFw_YCkfDfy1gQ,3.0
Z7pFsGpIyLzMTZsXjTFF1A,myPHtskr6HHyjkiey9hCAg,1.0
PD3X7S70zXHeOx1NjeicjQ,99SN6hku1PToQ2E3-4h8CA,5.0
69xsJFjiOAd8Ld7WWk_tEw,r_BrIgzYcwo1NAuG9dLbpg,4.0
7Pxx2FehELyKthPj0OY1sg,_3FxLxdg1unUQc3QqIgJuA,5.0
JLv2Dmfj73-I0d9N41tz1A,NOz8W_cUV3Dw5yLgFkKLGw,3.0
VZRxANvyTm2ixS6jYDGgEw,_YUcCnJXjUgkS9fSnNi0Ow,2.0
8g_iMtfSiwikVnbP2etR0A,kmGXnOfkBldRQ_ECXytFUQ,5.0
RQLoA7Z_M5T8iYnsFHwzYg,MX3TL4-ij22rLFBD1XjKGw,5.0
YVaONBBT9lSJQwBPWCB0qQ,Q0cecaxOmJZSdxsenqFqgg,2.0
eynu0uJEon1ORH1nIf4pTA,8qnPy-4QV1VGkoeu2LGa9g,5.0
LTxiFtf3WFiAiWMJgZpIXg,mfcPR3V14i-GgkLlVtnNfw,4.0
